"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100"
"912795BM2","Bill","26-Week","11/16/1998","11/19/1998","05/20/1999","97.760"
"912795BA8","Bill","13-Week","11/09/1998","11/12/1998","02/11/1999","98.870"
"912795BL4","Bill","26-Week","11/09/1998","11/12/1998","05/13/1999","97.725"
"912795CD1","Bill","52-Week","11/09/1998","11/12/1998","11/12/1999","95.539"
"912810FF0","Bond","30-Year","11/05/1998","11/16/1998","11/15/2028","99.253"
"9128274V1","Note","10-Year","11/04/1998","11/16/1998","11/15/2008","99.410"
"9128274U3","Note","5-Year","11/03/1998","11/16/1998","11/15/2003","99.599"
"912795BT7","Bill","13-Week","11/02/1998","11/05/1998","02/04/1999","98.881"
"912795BK6","Bill","26-Week","11/02/1998","11/05/1998","05/06/1999","97.796"
"912795AY7","Bill","79-Day","11/02/1998","11/03/1998","01/21/1999","98.975"
"9128274T6","Note","2-Year","10/28/1998","11/02/1998","10/31/2000","99.952"
"912795AZ4","Bill","13-Week","10/26/1998","10/29/1998","01/28/1999",""
"912795BW0","Bill","26-Week","10/26/1998","10/29/1998","04/29/1999",""
"912795AY7","Bill","13-Week","10/19/1998","10/22/1998","01/21/1999",""
"912795BJ9","Bill","26-Week","10/19/1998","10/22/1998","04/22/1999",""
"912795AX9","Bill","13-Week","10/13/1998","10/15/1998","01/14/1999",""
"912795BH3","Bill","26-Week","10/13/1998","10/15/1998","04/15/1999",""
"912795CC3","Bill","52-Week","10/13/1998","10/15/1998","10/14/1999",""
"9128273T7","Note","9-Year 3-Month","10/07/1998","10/15/1998","01/15/2008","100.869"
"912795BS9","Bill","13-Week","10/05/1998","10/08/1998","01/07/1999",""
"912795BG5","Bill","26-Week","10/05/1998","10/08/1998","04/08/1999",""
"912795AW1","Bill","13-Week","09/28/1998","10/01/1998","12/31/1998",""
"912795BV2","Bill","26-Week","09/28/1998","10/01/1998","04/01/1999",""
"9128274R0","Note","2-Year","09/23/1998","09/30/1998","09/30/2000","99.783"
"912795AV3","Bill","13-Week","09/21/1998","09/24/1998","12/24/1998",""
"912795BF7","Bill","26-Week","09/21/1998","09/24/1998","03/25/1999",""
"912795CB5","Bill","52-Week","09/15/1998","09/17/1998","09/16/1999",""
"912795AU5","Bill","13-Week","09/14/1998","09/17/1998","12/17/1998",""
"912795BE0","Bill","26-Week","09/14/1998","09/17/1998","03/18/1999",""
"9127945C4","Bill","13-Week","09/08/1998","09/10/1998","12/10/1998",""
"912795BD2","Bill","26-Week","09/08/1998","09/10/1998","03/11/1999",""
"912795AT8","Bill","13-Week","08/31/1998","09/03/1998","12/03/1998",""
"912795BU4","Bill","26-Week","08/31/1998","09/03/1998","03/04/1999",""
"912795EL1","Bill","15-Day","08/27/1998","08/31/1998","09/15/1998",""
"9128274Q2","Note","2-Year","08/26/1998","08/31/1998","08/31/2000","100.000"
"912795AS0","Bill","13-Week","08/24/1998","08/27/1998","11/27/1998",""
"912795BC4","Bill","26-Week","08/24/1998","08/27/1998","02/25/1999",""
"912795CA7","Bill","52-Week","08/18/1998","08/20/1998","08/19/1999",""
"912795AR2","Bill","13-Week","08/17/1998","08/20/1998","11/19/1998",""
"912795BB6","Bill","26-Week","08/17/1998","08/20/1998","02/18/1999",""
"912810FE3","Bond","30-Year","08/13/1998","08/17/1998","08/15/2028",""
"9128274F6","Note","9-Year 9-Month","08/12/1998","08/17/1998","05/15/2008",""
"9128274N9","Note","5-Year","08/11/1998","08/17/1998","08/15/2003","99.665"
"9127945B6","Bill","13-Week","08/10/1998","08/13/1998","11/12/1998",""
"912795BA8","Bill","26-Week","08/10/1998","08/13/1998","02/11/1999",""
"912795AQ4","Bill","13-Week","08/03/1998","08/06/1998","11/05/1998",""
"912795BT7","Bill","26-Week","08/03/1998","08/06/1998","02/04/1999",""
"9128274M1","Note","2-Year","07/29/1998","07/31/1998","07/31/2000","99.813"
"912795AP6","Bill","13-Week","07/27/1998","07/30/1998","10/29/1998",""
"912795AZ4","Bill","26-Week","07/27/1998","07/30/1998","01/28/1999",""
"912795AN1","Bill","13-Week","07/20/1998","07/23/1998","10/22/1998",""
"912795AY7","Bill","26-Week","07/20/1998","07/23/1998","01/21/1999",""
"912795BZ3","Bill","52-Week","07/16/1998","07/23/1998","07/22/1999",""
"9127945A8","Bill","13-Week","07/13/1998","07/16/1998","10/15/1998",""
"912795AX9","Bill","26-Week","07/13/1998","07/16/1998","01/14/1999",""
"912810FD5","Bond","29-Year 9-Month","07/08/1998","07/15/1998","04/15/2028","99.550"
"912795AM3","Bill","13-Week","07/06/1998","07/09/1998","10/08/1998",""
"912795BS9","Bill","26-Week","07/06/1998","07/09/1998","01/07/1999",""
"912795AL5","Bill","13-Week","06/29/1998","07/02/1998","10/01/1998",""
"912795AW1","Bill","26-Week","06/29/1998","07/02/1998","12/31/1998",""
"9128274K5","Note","5-Year","06/24/1998","06/30/1998","06/30/2003","99.658"
"9128274J8","Note","2-Year","06/23/1998","06/30/1998","06/30/2000","99.776"
"912795AK7","Bill","13-Week","06/22/1998","06/25/1998","09/24/1998",""
"912795AV3","Bill","26-Week","06/22/1998","06/25/1998","12/24/1998",""
"912795BY6","Bill","52-Week","06/18/1998","06/25/1998","06/24/1999",""
"9127944Z4","Bill","13-Week","06/15/1998","06/18/1998","09/17/1998",""
"912795AU5","Bill","26-Week","06/15/1998","06/18/1998","12/17/1998",""
