"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100"
"912797GF8","Bill","8-Week","06/08/2023","06/13/2023","08/08/2023","99.203556"
"912797HA8","Bill","17-Week","06/07/2023","06/13/2023","10/10/2023","98.281111"
"912796YH6","Bill","13-Week","06/05/2023","06/08/2023","09/07/2023","98.680500"
"912797FT9","Bill","26-Week","06/05/2023","06/08/2023","12/07/2023","97.345833"
"912796ZZ5","Bill","44-Day","06/05/2023","06/06/2023","07/20/2023","99.370556"
"912797FM4","Bill","1-Day","06/02/2023","06/05/2023","06/06/2023","99.985944"
"912796XQ7","Bill","38-Day","06/02/2023","06/05/2023","07/13/2023","99.445833"
"912797FR3","Bill","4-Week","06/01/2023","06/06/2023","07/05/2023","99.586750"
"912797GA9","Bill","8-Week","06/01/2023","06/06/2023","08/01/2023","99.188000"
"912797MF1","Bill","3-Day","06/01/2023","06/02/2023","06/05/2023","99.948750"
"912797GV3","Bill","17-Week","05/31/2023","06/06/2023","10/03/2023","98.239792"
"912796Z51","Bill","13-Week","05/30/2023","06/01/2023","08/31/2023","98.660278"
"912797FJ1","Bill","161-Day","05/30/2023","06/01/2023","11/09/2023","97.611833"
"912796ZD4","Bill","26-Week","05/30/2023","06/01/2023","11/30/2023","97.325611"
"91282CHF1","Note","7-Year","05/25/2023","05/31/2023","05/31/2030","99.531059"
"912797FQ5","Bill","4-Week","05/25/2023","05/30/2023","06/27/2023","99.552778"
"912797FZ5","Bill","8-Week","05/25/2023","05/30/2023","07/25/2023","99.167778"
"91282CHE4","Note","5-Year","05/24/2023","05/31/2023","05/31/2028","99.439405"
"912797GU5","Bill","17-Week","05/24/2023","05/30/2023","09/26/2023","98.261278"
"91282CGY1","Note","1-Year 11-Month","05/24/2023","05/26/2023","04/30/2025","99.994300"
"91282CHD6","Note","2-Year","05/23/2023","05/31/2023","05/31/2025","99.905152"
"912796X53","Bill","21-Day","05/23/2023","05/25/2023","06/15/2023","99.638333"
"912796Z44","Bill","13-Week","05/22/2023","05/25/2023","08/24/2023","98.672917"
"912797FL6","Bill","26-Week","05/22/2023","05/25/2023","11/24/2023","97.371917"
"91282CGK1","Note","9-Year 8-Month","05/18/2023","05/31/2023","01/15/2033","98.862426"
"912797FP7","Bill","4-Week","05/18/2023","05/23/2023","06/20/2023","99.582333"
"912797FY8","Bill","8-Week","05/18/2023","05/23/2023","07/18/2023","99.219111"
"912797FC6","Bill","156-Day","05/18/2023","05/23/2023","10/26/2023","97.733667"
"912810TS7","Bond","20-Year","05/17/2023","05/31/2023","05/15/2043","98.913642"
"912797GT8","Bill","17-Week","05/17/2023","05/23/2023","09/19/2023","98.314167"
"912797FB8","Bill","154-Day","05/16/2023","05/18/2023","10/19/2023","97.829028"
"912797FH5","Bill","52-Week","05/16/2023","05/18/2023","05/16/2024","95.303389"
"912796Z36","Bill","13-Week","05/15/2023","05/18/2023","08/17/2023","98.720944"
"912797FK8","Bill","26-Week","05/15/2023","05/18/2023","11/16/2023","97.482333"
"912797FN2","Bill","4-Week","05/11/2023","05/16/2023","06/13/2023","99.564056"
"912797FX0","Bill","8-Week","05/11/2023","05/16/2023","07/11/2023","99.272000"
"912797FA0","Bill","149-Day","05/11/2023","05/16/2023","10/12/2023","97.914000"
"912810TR9","Bond","30-Year","05/11/2023","05/15/2023","05/15/2053","97.919140"
"912797GS0","Bill","17-Week","05/10/2023","05/16/2023","09/12/2023","98.347222"
"91282CHC8","Note","10-Year","05/10/2023","05/15/2023","05/15/2033","99.386966"
"91282CHB0","Note","3-Year","05/09/2023","05/15/2023","05/15/2026","99.802937"
"912796XY0","Bill","13-Week","05/08/2023","05/11/2023","08/10/2023","98.700722"
"912797FJ1","Bill","26-Week","05/08/2023","05/11/2023","11/09/2023","97.527833"
"912797FM4","Bill","4-Week","05/04/2023","05/09/2023","06/06/2023","99.545778"
"912797FR3","Bill","8-Week","05/04/2023","05/09/2023","07/05/2023","99.145000"
"912797GR2","Bill","17-Week","05/03/2023","05/09/2023","09/05/2023","98.353833"
"912796ZF9","Bill","21-Day","05/02/2023","05/04/2023","05/25/2023","99.738083"
"912796Y37","Bill","13-Week","05/01/2023","05/04/2023","08/03/2023","98.705778"
"912796YT0","Bill","26-Week","05/01/2023","05/04/2023","11/02/2023","97.522778"
"912797FG7","Bill","4-Week","04/27/2023","05/02/2023","05/30/2023","99.702111"
