"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100"
"912795QA2","Bill","13-Week","02/23/2004","02/26/2004","05/27/2004","99.765"
"912795QZ7","Bill","26-Week","02/23/2004","02/26/2004","08/26/2004","99.497"
"912795PQ8","Bill","4-Week","02/18/2004","02/19/2004","03/18/2004","99.930"
"912795PZ8","Bill","13-Week","02/17/2004","02/19/2004","05/20/2004","99.769"
"912795QY0","Bill","26-Week","02/17/2004","02/19/2004","08/19/2004","99.507"
"912828CA6","Note","10-Year","02/12/2004","02/17/2004","02/15/2014","99.511"
"912828BZ2","Note","5-Year","02/11/2004","02/17/2004","02/15/2009","99.862"
"912828BY5","Note","3-Year","02/10/2004","02/17/2004","02/15/2007","99.770"
"912795PP0","Bill","4-Week","02/10/2004","02/12/2004","03/11/2004","99.930"
"912795PY1","Bill","13-Week","02/09/2004","02/12/2004","05/13/2004","99.767"
"912795QX2","Bill","26-Week","02/09/2004","02/12/2004","08/12/2004","99.500"
"912795PN5","Bill","4-Week","02/03/2004","02/05/2004","03/04/2004","99.930"
"912795PX3","Bill","13-Week","02/02/2004","02/05/2004","05/06/2004","99.767"
"912795QW4","Bill","26-Week","02/02/2004","02/05/2004","08/05/2004","99.494"
"912828BX7","Note","2-Year","01/29/2004","02/02/2004","01/31/2006","99.893"
"912795PM7","Bill","4-Week","01/27/2004","01/29/2004","02/26/2004","99.933"
"912795PW5","Bill","13-Week","01/26/2004","01/29/2004","04/29/2004","99.775"
"912795QV6","Bill","26-Week","01/26/2004","01/29/2004","07/29/2004","99.517"
"912795PL9","Bill","4-Week","01/21/2004","01/22/2004","02/19/2004","99.938"
"912795PV7","Bill","13-Week","01/20/2004","01/22/2004","04/22/2004","99.779"
"912795QU8","Bill","26-Week","01/20/2004","01/22/2004","07/22/2004","99.520"
"912795PK1","Bill","4-Week","01/13/2004","01/15/2004","02/12/2004","99.935"
"912795PU9","Bill","13-Week","01/12/2004","01/15/2004","04/15/2004","99.780"
"912795QT1","Bill","26-Week","01/12/2004","01/15/2004","07/15/2004","99.520"
"912828BW9","Note","10-Year","01/08/2004","01/15/2004","01/15/2014","99.829"
"912828BV1","Note","5-Year","01/07/2004","01/15/2004","01/15/2009","99.954"
"912795PJ4","Bill","4-Week","01/06/2004","01/08/2004","02/05/2004","99.934"
"912795PT2","Bill","13-Week","01/05/2004","01/08/2004","04/08/2004","99.767"
"912795QS3","Bill","26-Week","01/05/2004","01/08/2004","07/08/2004","99.484"
"912795PF2","Bill","13-Day","12/30/2003","01/02/2004","01/15/2004","99.967"
"912795PH8","Bill","4-Week","12/30/2003","01/02/2004","01/29/2004","99.934"
"912795PS4","Bill","13-Week","12/29/2003","01/02/2004","04/01/2004","99.779"
"912795QR5","Bill","26-Week","12/29/2003","01/02/2004","07/01/2004","99.500"
"912828BU3","Note","2-Year","12/23/2003","12/31/2003","12/31/2005","99.854"
"912795PG0","Bill","4-Week","12/23/2003","12/26/2003","01/22/2004","99.935"
"912795PR6","Bill","13-Week","12/22/2003","12/26/2003","03/25/2004","99.783"
"912795QE4","Bill","26-Week","12/22/2003","12/26/2003","06/24/2004","99.512"
"912795PF2","Bill","4-Week","12/16/2003","12/18/2003","01/15/2004","99.935"
"912795PQ8","Bill","13-Week","12/15/2003","12/18/2003","03/18/2004","99.776"
"912795QD6","Bill","26-Week","12/15/2003","12/18/2003","06/17/2004","99.505"
"912828BR0","Note","9-Year 11-Month","12/11/2003","12/15/2003","11/15/2013","99.076"
"912828BT6","Note","5-Year","12/10/2003","12/15/2003","12/15/2008","100.000"
