"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100"
"912810RP5","Bond","30-Year","11/12/2015","11/16/2015","11/15/2045","98.633963"
"912828M56","Note","10-Year","11/10/2015","11/16/2015","11/15/2025","99.520193"
"912796FN4","Bill","4-Week","11/10/2015","11/12/2015","12/10/2015","99.994167"
"912796HQ5","Bill","52-Week","11/10/2015","11/12/2015","11/10/2016","99.494444"
"912828M64","Note","3-Year","11/09/2015","11/16/2015","11/15/2018","99.938412"
"912796HB8","Bill","13-Week","11/09/2015","11/12/2015","02/11/2016","99.965875"
"912796HR3","Bill","26-Week","11/09/2015","11/12/2015","05/12/2016","99.828111"
"912828TW0","Note","2-Year","11/04/2015","11/05/2015","10/31/2017","99.854467"
"912796GR4","Bill","4-Week","11/03/2015","11/05/2015","12/03/2015","99.994556"
"912796FV6","Bill","13-Week","11/02/2015","11/05/2015","02/04/2016","99.972194"
"912796HN2","Bill","26-Week","11/02/2015","11/05/2015","05/05/2016","99.858444"
"912796GX1","Bill","72-Day","11/02/2015","11/03/2015","01/14/2016","99.984000"
"912828M49","Note","7-Year","10/29/2015","11/02/2015","10/31/2022","99.934662"
"912796FP9","Bill","69-Day","10/29/2015","10/30/2015","01/07/2016","99.986583"
"912828M23","Note","2-Year","10/28/2015","11/02/2015","10/31/2017","99.999999"
"912828L99","Note","5-Year","10/28/2015","11/02/2015","10/31/2020","99.807718"
"912796GQ6","Bill","4-Week","10/27/2015","10/29/2015","11/27/2015","99.999194"
"912796GZ6","Bill","13-Week","10/26/2015","10/29/2015","01/28/2016","99.994944"
"912796GH6","Bill","26-Week","10/26/2015","10/29/2015","04/28/2016","99.921639"
"912810RL4","Bond","29-Year 4-Month","10/22/2015","10/30/2015","02/15/2045","89.991203"
"912796GP8","Bill","4-Week","10/20/2015","10/22/2015","11/19/2015","99.990667"
"912796GY9","Bill","13-Week","10/19/2015","10/22/2015","01/21/2016","99.996208"
"912796HM4","Bill","26-Week","10/19/2015","10/22/2015","04/21/2016","99.944389"
"912796FG9","Bill","4-Week","10/14/2015","10/15/2015","11/12/2015","100.000000"
"912796HJ1","Bill","52-Week","10/14/2015","10/15/2015","10/13/2016","99.792722"
"912796GX1","Bill","13-Week","10/13/2015","10/15/2015","01/14/2016","100.000000"
"912796HL6","Bill","26-Week","10/13/2015","10/15/2015","04/14/2016","99.959556"
"912810RN0","Bond","29-Year 10-Month","10/08/2015","10/15/2015","08/15/2045","99.221618"
"912828K74","Note","9-Year 10-Month","10/07/2015","10/15/2015","08/15/2025","99.413043"
"912828L81","Note","3-Year","10/06/2015","10/15/2015","10/15/2018","99.940929"
"912796LH0","Bill","25-Day","10/06/2015","10/08/2015","11/02/2015","100.000000"
"912796GM5","Bill","4-Week","10/06/2015","10/08/2015","11/05/2015","100.000000"
"912796FP9","Bill","13-Week","10/05/2015","10/08/2015","01/07/2016","100.000000"
"912796HK8","Bill","26-Week","10/05/2015","10/08/2015","04/07/2016","99.967139"
"912796GL7","Bill","4-Week","09/29/2015","10/01/2015","10/29/2015","100.000000"
"912796GV5","Bill","13-Week","09/28/2015","10/01/2015","12/31/2015","99.996208"
"912796GD5","Bill","26-Week","09/28/2015","10/01/2015","03/31/2016","99.946917"
"912828L57","Note","7-Year","09/24/2015","09/30/2015","09/30/2022","99.587587"
"912828L65","Note","5-Year","09/23/2015","09/30/2015","09/30/2020","99.558026"
"912828XN5","Note","1-Year 10-Month","09/23/2015","09/25/2015","07/31/2017","99.919479"
"912828TS9","Note","2-Year","09/22/2015","09/30/2015","09/30/2017","99.853284"
"912796GK9","Bill","4-Week","09/22/2015","09/24/2015","10/22/2015","100.000000"
"912796GU7","Bill","13-Week","09/21/2015","09/24/2015","12/24/2015","99.998736"
"912796HH5","Bill","26-Week","09/21/2015","09/24/2015","03/24/2016","99.941861"
"912828XL9","Note","9-Year 10-Month","09/18/2015","09/30/2015","07/15/2025","98.486859"
"912796FB0","Bill","4-Week","09/15/2015","09/17/2015","10/15/2015","100.000000"
"912796HE2","Bill","52-Week","09/15/2015","09/17/2015","09/15/2016","99.555111"
"912796GT0","Bill","13-Week","09/14/2015","09/17/2015","12/17/2015","99.986097"
"912796HG7","Bill","26-Week","09/14/2015","09/17/2015","03/17/2016","99.868556"
"912810RN0","Bond","29-Year 11-Month","09/10/2015","09/15/2015","08/15/2045","97.927845"
"912828K74","Note","9-Year 11-Month","09/09/2015","09/15/2015","08/15/2025","97.918678"
"912796GG8","Bill","21-Day","09/09/2015","09/10/2015","10/01/2015","99.999125"
"912796GJ2","Bill","4-Week","09/09/2015","09/10/2015","10/08/2015","99.999611"
"912828L40","Note","3-Year","09/08/2015","09/15/2015","09/15/2018","99.835061"
"912796FN4","Bill","13-Week","09/08/2015","09/10/2015","12/10/2015","99.981042"
"912796HF9","Bill","26-Week","09/08/2015","09/10/2015","03/10/2016","99.860972"
"912796GG8","Bill","4-Week","09/01/2015","09/03/2015","10/01/2015","100.000000"
"912796GR4","Bill","13-Week","08/31/2015","09/03/2015","12/03/2015","99.975986"
"912796FZ7","Bill","26-Week","08/31/2015","09/03/2015","03/03/2016","99.863500"
"912796KW8","Bill","14-Day","08/31/2015","09/01/2015","09/15/2015","99.997083"
"912828L24","Note","7-Year","08/27/2015","08/31/2015","08/31/2022","99.641487"
