"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100"
"91282CCS8","Note","9-Year 11-Month","09/08/2021","09/15/2021","08/15/2031","99.184765"
"912796Q69","Bill","119-Day","09/08/2021","09/14/2021","01/11/2022","99.985125"
"91282CCX7","Note","3-Year","09/07/2021","09/15/2021","09/15/2024","99.785680"
"912796F61","Bill","21-Day","09/07/2021","09/09/2021","09/30/2021","99.997083"
"912796J59","Bill","13-Week","09/07/2021","09/09/2021","12/09/2021","99.988625"
"912796M97","Bill","26-Week","09/07/2021","09/09/2021","03/10/2022","99.974722"
"912796M71","Bill","52-Week","09/07/2021","09/09/2021","09/08/2022","99.924167"
"912796M22","Bill","4-Week","09/02/2021","09/07/2021","10/05/2021","99.997278"
"912796M63","Bill","8-Week","09/02/2021","09/07/2021","11/02/2021","99.989889"
"912796Q51","Bill","119-Day","09/01/2021","09/07/2021","01/04/2022","99.985125"
"912796F53","Bill","21-Day","08/31/2021","09/02/2021","09/23/2021","99.997667"
"9127965G0","Bill","13-Week","08/30/2021","09/02/2021","12/02/2021","99.988625"
"912796L98","Bill","26-Week","08/30/2021","09/02/2021","03/03/2022","99.972194"
"912796L56","Bill","4-Week","08/26/2021","08/31/2021","09/28/2021","99.997278"
"912796M55","Bill","8-Week","08/26/2021","08/31/2021","10/26/2021","99.990667"
"91282CCV1","Note","7-Year","08/26/2021","08/31/2021","08/31/2028","99.798822"
"912796P86","Bill","119-Day","08/25/2021","08/31/2021","12/28/2021","99.983472"
"91282CCW9","Note","5-Year","08/25/2021","08/31/2021","08/31/2026","99.604103"
"91282CCQ2","Note","1-Year 11-Month","08/25/2021","08/27/2021","07/31/2023","100.005852"
"91282CCU3","Note","2-Year","08/24/2021","08/31/2021","08/31/2023","99.766706"
"912796ZC6","Bill","67-Day","08/24/2021","08/26/2021","11/01/2021","99.988833"
"912796H77","Bill","13-Week","08/23/2021","08/26/2021","11/26/2021","99.985944"
"912796D30","Bill","26-Week","08/23/2021","08/26/2021","02/24/2022","99.974722"
"912810SV1","Bond","29-Year 6-Month","08/19/2021","08/31/2021","02/15/2051","117.718212"
"912796L49","Bill","4-Week","08/19/2021","08/24/2021","09/21/2021","99.996889"
"912796M48","Bill","8-Week","08/19/2021","08/24/2021","10/19/2021","99.991444"
"912810TA6","Bond","20-Year","08/18/2021","08/31/2021","08/15/2041","98.336995"
"912796P78","Bill","119-Day","08/18/2021","08/24/2021","12/21/2021","99.985125"
"912796F61","Bill","42-Day","08/17/2021","08/19/2021","09/30/2021","99.995333"
"912796ZB8","Bill","57-Day","08/17/2021","08/19/2021","10/15/2021","99.989708"
"912796H69","Bill","13-Week","08/16/2021","08/19/2021","11/18/2021","99.982306"
"912796L80","Bill","26-Week","08/16/2021","08/19/2021","02/17/2022","99.974722"
"912796L31","Bill","4-Week","08/12/2021","08/17/2021","09/14/2021","99.996500"
"912796M30","Bill","8-Week","08/12/2021","08/17/2021","10/12/2021","99.991444"
"912810SZ2","Bond","30-Year","08/12/2021","08/16/2021","08/15/2051","99.105786"
"912796P60","Bill","119-Day","08/11/2021","08/17/2021","12/14/2021","99.985125"
"91282CCS8","Note","10-Year","08/11/2021","08/16/2021","08/15/2031","99.160510"
"91282CCT6","Note","3-Year","08/10/2021","08/16/2021","08/15/2024","99.732422"
"912796F53","Bill","42-Day","08/10/2021","08/12/2021","09/23/2021","99.995333"
"912796L64","Bill","52-Week","08/10/2021","08/12/2021","08/11/2022","99.919111"
"912796H51","Bill","13-Week","08/09/2021","08/12/2021","11/12/2021","99.987222"
"912796L72","Bill","26-Week","08/09/2021","08/12/2021","02/10/2022","99.974722"
"912796L23","Bill","4-Week","08/05/2021","08/10/2021","09/07/2021","99.996889"
"912796M22","Bill","8-Week","08/05/2021","08/10/2021","10/05/2021","99.992222"
"912796P52","Bill","119-Day","08/04/2021","08/10/2021","12/07/2021","99.983472"
"912796F46","Bill","42-Day","08/03/2021","08/05/2021","09/16/2021","99.995333"
"9127964W6","Bill","13-Week","08/02/2021","08/05/2021","11/04/2021","99.987361"
"912796K99","Bill","26-Week","08/02/2021","08/05/2021","02/03/2022","99.972194"
"912796K40","Bill","4-Week","07/29/2021","08/03/2021","08/31/2021","99.996500"
"912796L56","Bill","8-Week","07/29/2021","08/03/2021","09/28/2021","99.993000"
"91282CCR0","Note","7-Year","07/29/2021","08/02/2021","07/31/2028","99.663627"
"912796N88","Bill","119-Day","07/28/2021","08/03/2021","11/30/2021","99.983472"
"91282CCQ2","Note","2-Year","07/28/2021","08/02/2021","07/31/2023","100.000000"
"91282CCP4","Note","5-Year","07/27/2021","08/02/2021","07/31/2026","99.583614"
"9127964L0","Bill","42-Day","07/27/2021","07/29/2021","09/09/2021","99.995333"
"91282CCN9","Note","2-Year","07/26/2021","08/02/2021","07/31/2023","99.824943"
"912796G78","Bill","13-Week","07/26/2021","07/29/2021","10/28/2021","99.987361"
"912796C31","Bill","26-Week","07/26/2021","07/29/2021","01/27/2022","99.974722"
"91282CCM1","Note","10-Year","07/22/2021","07/30/2021","07/15/2031","112.423650"
"912796K32","Bill","4-Week","07/22/2021","07/27/2021","08/24/2021","99.996500"
"912796L49","Bill","8-Week","07/22/2021","07/27/2021","09/21/2021","99.993000"
"912810SY5","Bond","19-Year 10-Month","07/21/2021","08/02/2021","05/15/2041","105.917067"
"912796N70","Bill","119-Day","07/21/2021","07/27/2021","11/23/2021","99.983472"
"912796D63","Bill","42-Day","07/20/2021","07/22/2021","09/02/2021","99.994750"
"912796G60","Bill","13-Week","07/19/2021","07/22/2021","10/21/2021","99.987361"
"912796K81","Bill","26-Week","07/19/2021","07/22/2021","01/20/2022","99.974722"
"912796K24","Bill","4-Week","07/15/2021","07/20/2021","08/17/2021","99.996500"
"912796L31","Bill","8-Week","07/15/2021","07/20/2021","09/14/2021","99.992222"
"912796N62","Bill","119-Day","07/14/2021","07/20/2021","11/16/2021","99.983472"
