"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100"
"912794Q56","Bill","26-Week","08/15/1994","08/18/1994","02/16/1995",""
"912794L77","Bill","38-Day","08/11/1994","08/15/1994","09/22/1994",""
"912810ES3","Bond","30-Year 3-Month","08/11/1994","08/15/1994","11/15/2024",""
"912827Q88","Note","10-Year","08/10/1994","08/15/1994","08/15/2004",""
"912827Q70","Note","3-Year","08/09/1994","08/15/1994","08/15/1997",""
"912794N91","Bill","13-Week","08/08/1994","08/11/1994","11/10/1994",""
"912794Q49","Bill","26-Week","08/08/1994","08/11/1994","02/09/1995",""
"912794N83","Bill","13-Week","08/01/1994","08/04/1994","11/03/1994",""
"912794Q31","Bill","26-Week","08/01/1994","08/04/1994","02/02/1995",""
"912827Q62","Note","5-Year","07/27/1994","08/01/1994","07/31/1999","99.563"
"912827Q54","Note","2-Year","07/26/1994","08/01/1994","07/31/1996","99.917"
"912794N75","Bill","13-Week","07/25/1994","07/28/1994","10/27/1994",""
"912794Q23","Bill","26-Week","07/25/1994","07/28/1994","01/26/1995",""
"912794S96","Bill","52-Week","07/21/1994","07/28/1994","07/27/1995",""
"912794L85","Bill","13-Week","07/18/1994","07/21/1994","10/20/1994",""
"912794P99","Bill","26-Week","07/18/1994","07/21/1994","01/19/1995",""
"912794L77","Bill","69-Day","07/13/1994","07/15/1994","09/22/1994",""
"912794N67","Bill","13-Week","07/11/1994","07/14/1994","10/13/1994",""
"912794P81","Bill","26-Week","07/11/1994","07/14/1994","01/12/1995",""
"912794N59","Bill","13-Week","07/05/1994","07/07/1994","10/06/1994",""
"912794P73","Bill","26-Week","07/05/1994","07/07/1994","01/05/1995",""
"912794N42","Bill","13-Week","06/27/1994","06/30/1994","09/29/1994",""
"912794P65","Bill","26-Week","06/27/1994","06/30/1994","12/29/1994",""
"912794S88","Bill","52-Week","06/23/1994","06/30/1994","06/29/1995",""
"912827Q47","Note","5-Year","06/22/1994","06/30/1994","06/30/1999","99.916"
"912827Q39","Note","2-Year","06/21/1994","06/30/1994","06/30/1996","99.926"
"912794L77","Bill","13-Week","06/20/1994","06/23/1994","09/22/1994",""
"912794P57","Bill","26-Week","06/20/1994","06/23/1994","12/22/1994",""
"912794N34","Bill","13-Week","06/13/1994","06/16/1994","09/15/1994",""
"912794M27","Bill","26-Week","06/13/1994","06/16/1994","12/15/1994",""
"912794N26","Bill","13-Week","06/06/1994","06/09/1994","09/08/1994",""
"912794P40","Bill","26-Week","06/06/1994","06/09/1994","12/08/1994",""
"912794L28","Bill","13-Day","06/01/1994","06/03/1994","06/16/1994",""
"912794M92","Bill","13-Week","05/31/1994","06/02/1994","09/01/1994",""
"912794P32","Bill","26-Week","05/31/1994","06/02/1994","12/01/1994",""
"912794S47","Bill","52-Week","05/26/1994","06/02/1994","06/01/1995",""
"912827Q21","Note","5-Year","05/25/1994","05/31/1994","05/31/1999","99.875"
"912827P97","Note","2-Year","05/24/1994","05/31/1994","05/31/1996","99.879"
"912794L69","Bill","13-Week","05/23/1994","05/26/1994","08/25/1994",""
"912794P24","Bill","26-Week","05/23/1994","05/26/1994","11/25/1994",""
"912794M84","Bill","13-Week","05/16/1994","05/19/1994","08/18/1994",""
"912794L93","Bill","26-Week","05/16/1994","05/19/1994","11/17/1994",""
"912827P89","Note","10-Year","05/11/1994","05/16/1994","05/15/2004",""
"912827P71","Note","3-Year","05/10/1994","05/16/1994","05/15/1997",""
"912794M76","Bill","13-Week","05/09/1994","05/12/1994","08/11/1994",""
"912794N91","Bill","26-Week","05/09/1994","05/12/1994","11/10/1994",""
"912794M68","Bill","13-Week","05/02/1994","05/05/1994","08/04/1994",""
"912794N83","Bill","26-Week","05/02/1994","05/05/1994","11/03/1994",""
"912794R89","Bill","52-Week","04/28/1994","05/05/1994","05/04/1995",""
"912827P63","Note","5-Year","04/28/1994","05/02/1994","04/30/1999","99.580"
"912827P55","Note","2-Year","04/26/1994","05/02/1994","04/30/1996","99.832"
"912794L51","Bill","13-Week","04/25/1994","04/28/1994","07/28/1994",""
"912794N75","Bill","26-Week","04/25/1994","04/28/1994","10/27/1994",""
"912794M50","Bill","13-Week","04/18/1994","04/21/1994","07/21/1994",""
"912794L85","Bill","26-Week","04/18/1994","04/21/1994","10/20/1994",""
"912794M43","Bill","13-Week","04/11/1994","04/14/1994","07/14/1994",""
