"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100"
"9127964Y2","Bill","13-Week","01/11/2021","01/14/2021","04/15/2021","99.977250"
"9127963S6","Bill","26-Week","01/11/2021","01/14/2021","07/15/2021","99.954500"
"912796B73","Bill","4-Week","01/07/2021","01/12/2021","02/09/2021","99.993778"
"912796C72","Bill","8-Week","01/07/2021","01/12/2021","03/09/2021","99.986778"
"912796F20","Bill","105-Day","01/06/2021","01/12/2021","04/27/2021","99.973750"
"912796G94","Bill","154-Day","01/06/2021","01/12/2021","06/15/2021","99.961500"
"9127964D8","Bill","42-Day","01/05/2021","01/07/2021","02/18/2021","99.990083"
"9127965A3","Bill","119-Day","01/05/2021","01/07/2021","05/06/2021","99.971903"
"9127964X4","Bill","13-Week","01/04/2021","01/07/2021","04/08/2021","99.977250"
"912796B57","Bill","26-Week","01/04/2021","01/07/2021","07/08/2021","99.954500"
"912796B65","Bill","4-Week","12/31/2020","01/05/2021","02/02/2021","99.993778"
"912796C23","Bill","8-Week","12/31/2020","01/05/2021","03/02/2021","99.986778"
"912796D97","Bill","105-Day","12/30/2020","01/05/2021","04/20/2021","99.973750"
"912796G86","Bill","154-Day","12/30/2020","01/05/2021","06/08/2021","99.961500"
"9127964C0","Bill","42-Day","12/29/2020","12/31/2020","02/11/2021","99.990083"
"9127964Z9","Bill","119-Day","12/29/2020","12/31/2020","04/29/2021","99.968597"
"912796A90","Bill","52-Week","12/29/2020","12/31/2020","12/30/2021","99.888778"
"91282CBB6","Note","7-Year","12/29/2020","12/31/2020","12/31/2027","99.747318"
"9127964P1","Bill","13-Week","12/28/2020","12/31/2020","04/01/2021","99.975986"
"912796B40","Bill","26-Week","12/28/2020","12/31/2020","07/01/2021","99.949444"
"91282CBD2","Note","2-Year","12/28/2020","12/31/2020","12/31/2022","99.976041"
"91282CBC4","Note","5-Year","12/28/2020","12/31/2020","12/31/2025","99.906021"
"912796A82","Bill","4-Week","12/24/2020","12/29/2020","01/26/2021","99.993778"
"912796B99","Bill","8-Week","12/24/2020","12/29/2020","02/23/2021","99.986000"
"912796D89","Bill","105-Day","12/23/2020","12/29/2020","04/13/2021","99.973750"
"912796G37","Bill","154-Day","12/23/2020","12/29/2020","06/01/2021","99.959361"
"91282CAS0","Note","1-Year 10-Month","12/23/2020","12/28/2020","10/31/2022","99.990678"
"91282CAQ4","Note","4-Year 10-Month","12/22/2020","12/31/2020","10/15/2025","108.871082"
"9127963W7","Bill","42-Day","12/22/2020","12/24/2020","02/04/2021","99.990667"
"9127962Q1","Bill","119-Day","12/22/2020","12/24/2020","04/22/2021","99.970250"
"912810ST6","Bond","19-Year 11-Month","12/21/2020","12/31/2020","11/15/2040","98.367014"
"9127962F5","Bill","13-Week","12/21/2020","12/24/2020","03/25/2021","99.977250"
"912796B32","Bill","26-Week","12/21/2020","12/24/2020","06/24/2021","99.954500"
"912796A74","Bill","4-Week","12/17/2020","12/22/2020","01/19/2021","99.994167"
"912796B81","Bill","8-Week","12/17/2020","12/22/2020","02/16/2021","99.987556"
"9127965F2","Bill","8-Day","12/17/2020","12/21/2020","12/29/2020","99.998667"
"912796D71","Bill","105-Day","12/16/2020","12/22/2020","04/06/2021","99.975208"
"912796G29","Bill","154-Day","12/16/2020","12/22/2020","05/25/2021","99.961500"
"912796UC1","Bill","42-Day","12/15/2020","12/17/2020","01/28/2021","99.991250"
"9127964Y2","Bill","119-Day","12/15/2020","12/17/2020","04/15/2021","99.971903"
"9127964N6","Bill","13-Week","12/14/2020","12/17/2020","03/18/2021","99.981042"
"9127963H0","Bill","26-Week","12/14/2020","12/17/2020","06/17/2021","99.957028"
"912796A66","Bill","4-Week","12/10/2020","12/15/2020","01/12/2021","99.994944"
"912796B73","Bill","8-Week","12/10/2020","12/15/2020","02/09/2021","99.988333"
"912810SS8","Bond","29-Year 11-Month","12/10/2020","12/15/2020","11/15/2050","99.059547"
"912796D22","Bill","105-Day","12/09/2020","12/15/2020","03/30/2021","99.975208"
"912796F95","Bill","154-Day","12/09/2020","12/15/2020","05/18/2021","99.961500"
"91282CAV3","Note","9-Year 11-Month","12/09/2020","12/15/2020","11/15/2030","99.282076"
"91282CBA8","Note","3-Year","12/08/2020","12/15/2020","12/15/2023","99.742950"
"9127963V9","Bill","42-Day","12/08/2020","12/10/2020","01/21/2021","99.991833"
"9127964X4","Bill","119-Day","12/08/2020","12/10/2020","04/08/2021","99.973556"
"9127964M8","Bill","13-Week","12/07/2020","12/10/2020","03/11/2021","99.979778"
"912796B24","Bill","26-Week","12/07/2020","12/10/2020","06/10/2021","99.954500"
"912796A58","Bill","4-Week","12/03/2020","12/08/2020","01/05/2021","99.994167"
"912796B65","Bill","8-Week","12/03/2020","12/08/2020","02/02/2021","99.988333"
"912796C98","Bill","105-Day","12/02/2020","12/08/2020","03/23/2021","99.975208"
"912796F87","Bill","154-Day","12/02/2020","12/08/2020","05/11/2021","99.961500"
"9127963U1","Bill","42-Day","12/01/2020","12/03/2020","01/14/2021","99.990667"
"9127964P1","Bill","119-Day","12/01/2020","12/03/2020","04/01/2021","99.970250"
"9127965G0","Bill","52-Week","12/01/2020","12/03/2020","12/02/2021","99.888778"
"9127964F3","Bill","13-Week","11/30/2020","12/03/2020","03/04/2021","99.978514"
"912796A41","Bill","26-Week","11/30/2020","12/03/2020","06/03/2021","99.954500"
"9127965F2","Bill","4-Week","11/25/2020","12/01/2020","12/29/2020","99.993778"
"912796A82","Bill","8-Week","11/25/2020","12/01/2020","01/26/2021","99.987556"
"912796C80","Bill","105-Day","11/25/2020","12/01/2020","03/16/2021","99.975208"
"912796F79","Bill","154-Day","11/25/2020","12/01/2020","05/04/2021","99.961500"
